elapsed_seconds,read_duration_seconds,pmic_power_watts,0V8_AON_A,0V8_AON_V,0V8_SW_A,0V8_SW_V,1V1_SYS_A,1V1_SYS_V,1V8_SYS_A,1V8_SYS_V,3V3_ADC_A,3V3_ADC_V,3V3_DAC_A,3V3_DAC_V,3V3_SYS_A,3V3_SYS_V,3V7_WL_SW_A,3V7_WL_SW_V,DDR_VDD2_A,DDR_VDD2_V,DDR_VDDQ_A,DDR_VDDQ_V,HDMI_A,HDMI_V,VDD_CORE_A,VDD_CORE_V
0.02316440499998862,0.02316197900017869,1.938346252476715,0.00262515,0.8008783,0.2888753,0.8025633,0.2078731,1.110622,0.1795711,1.803173,6.105e-05,3.312268,0.0,3.314099,0.06148359,3.324881,0.0,3.734111,0.02147046,1.110255,0.0019608,0.6073254,0.0168498,5.21394,0.9465799,0.8791933
1.0257677359995796,0.02570121399958225,1.57555385958947,0.00262515,0.8011714,0.3044902,0.8036622,0.2029934,1.10879,0.1727396,1.816848,6.105e-05,3.313183,0.0,3.315015,0.06343545,3.315601,0.0,3.71648,0.02147046,1.113552,0.0,0.6036624,0.0163614,5.2193,0.6251,0.7518674
2.0235326849997364,0.023469033999845124,1.5491184885841351,0.00238095,0.8014645,0.2888753,0.8014644,0.2039694,1.108058,0.1746915,1.816848,0.0,3.315015,0.0,3.312268,0.06050766,3.316529,0.0,3.706272,0.01756674,1.113552,0.0029412,0.5996331,0.0166056,5.20992,0.61617,0.7526734
3.023518660999798,0.02345275700008642,1.7507658174768599,0.0026862,0.8011714,0.2878993,0.8014644,0.2029934,1.10879,0.1737155,1.820755,0.0,3.315015,0.0,3.315015,0.06343545,3.315601,0.04977243,3.723903,0.02244639,1.110622,0.0009804,0.6032961,0.0175824,5.2059,0.61617,0.7526734
4.02344557699962,0.02338353499999357,1.59040757452112,0.00262515,0.8011714,0.2898512,0.8014644,0.2049453,1.108058,0.1746915,1.821243,6.105e-05,3.315015,0.0,3.315015,0.07026696,3.314673,0.0,3.713696,0.0195186,1.109889,0.0,0.6036624,0.0166056,5.15766,0.6251,0.7524046
5.023600339999575,0.02353670200000124,1.5925462201694702,0.00262515,0.8017574,0.2869234,0.8025633,0.2166565,1.110622,0.1737155,1.806592,0.0,3.313183,0.0,3.315015,0.0683151,3.332304,0.0,3.730399,0.02049453,1.110988,0.002451,0.6014646,0.0173382,5.2126,0.61617,0.752136
6.0234953209997,0.023434573000031378,1.6120185161625753,0.00262515,0.8008783,0.2898512,0.8029296,0.2537418,1.107325,0.1727396,1.821243,6.105e-05,3.315015,0.0,3.315015,0.06148359,3.311889,0.0,3.703488,0.02244639,1.107325,0.0029412,0.604395,0.0169719,5.18714,0.61617,0.7515988
7.023511537999639,0.023444647999895096,1.85962633591457,0.00262515,0.8011714,0.2781401,0.8032959,0.3122976,1.110622,0.1756674,1.816848,6.105e-05,3.315931,0.0,3.314099,0.06245952,3.314673,0.04684464,3.71184,0.02732604,1.107325,0.0014706,0.6014646,0.0164835,5.18714,0.6251,0.7524046
8.023429971999576,0.02336814799991771,1.581163802232555,0.00262515,0.8014645,0.2898512,0.8036622,0.2039694,1.108058,0.1756674,1.805615,0.0001221,3.314099,0.0,3.314099,0.06148359,3.315601,0.00390372,3.71184,0.02439825,1.107325,0.0,0.6054939,0.0167277,5.20054,0.6251,0.752136
9.023385454999698,0.02332653699977527,1.5613229324474,0.0028083,0.8011714,0.2859475,0.8003655,0.2039694,1.110622,0.1727396,1.806103,0.0,3.316846,0.0,3.316846,0.06148359,3.316529,0.0,3.715552,0.03220569,1.108058,0.002451,0.6065928,0.0167277,5.22064,0.61617,0.7518674
10.027381332999994,0.027320861000134755,1.55022419235147,0.0026862,0.8014645,0.2869234,0.8029296,0.2029934,1.109523,0.1737155,1.816848,6.105e-05,3.315015,0.0,3.313183,0.06050766,3.315601,0.0,3.71648,0.02147046,1.113552,0.002451,0.6036624,0.0166056,5.21126,0.61617,0.7532105
11.02745567799957,0.02739367599997422,1.73000199270463,0.0026862,0.8011714,0.2908272,0.8003655,0.2049453,1.109889,0.1727396,1.821243,0.0,3.315015,0.0,3.314099,0.06343545,3.316529,0.04782057,3.715552,0.01756674,1.113552,0.0014706,0.6065928,0.0168498,5.1992,0.60724,0.7524046
12.023421193999638,0.023359870999684063,1.74034475443526,0.0026862,0.8017574,0.2878993,0.8007318,0.2176324,1.106226,0.1746915,1.806592,0.0,3.314099,0.0,3.315015,0.06148359,3.316529,0.0487965,3.709056,0.02049453,1.115017,0.0009804,0.6065928,0.0166056,5.20322,0.60724,0.7518674
13.023378640999908,0.023318686000038724,1.54284458629258,0.0026862,0.8017574,0.2888753,0.8029296,0.2010416,1.10879,0.1717637,1.816848,6.105e-05,3.315015,0.0,3.310436,0.06148359,3.314673,0.0,3.741535,0.02342232,1.11282,0.0,0.6010983,0.0167277,5.1992,0.60724,0.752136
14.023387525999624,0.023325519999616517,1.73199595912605,0.00274725,0.8011714,0.2937549,0.8010981,0.2029934,1.109156,0.1727396,1.816848,6.105e-05,3.315015,0.0,3.316846,0.06245952,3.314673,0.0487965,3.712768,0.02049453,1.113552,0.0014706,0.6073254,0.0167277,5.18848,0.60724,0.7518674
15.023382183999729,0.023319723999975395,1.580821029216705,0.00286935,0.8014645,0.3083939,0.8036622,0.2049453,1.107325,0.1727396,1.816848,0.0,3.315015,0.0,3.315015,0.06343545,3.318385,0.00097593,3.714624,0.0195186,1.107325,0.0004902,0.6073254,0.0169719,5.171059,0.61617,0.7564339
