elapsed_seconds,read_duration_seconds,pmic_power_watts,0V8_AON_A,0V8_AON_V,0V8_SW_A,0V8_SW_V,1V1_SYS_A,1V1_SYS_V,1V8_SYS_A,1V8_SYS_V,3V3_ADC_A,3V3_ADC_V,3V3_DAC_A,3V3_DAC_V,3V3_SYS_A,3V3_SYS_V,3V7_WL_SW_A,3V7_WL_SW_V,DDR_VDD2_A,DDR_VDD2_V,DDR_VDDQ_A,DDR_VDDQ_V,HDMI_A,HDMI_V,VDD_CORE_A,VDD_CORE_V
0.023708846999966227,0.02370521800003189,5.32634901715517,0.0029304,0.8023435,0.2859475,0.8029296,0.2195843,1.107325,0.1746915,1.803661,0.0,3.316846,0.0,3.316846,0.08100219,3.316529,0.09271335,3.71184,0.0195186,1.107691,0.0014706,0.6032961,0.0173382,5.22332,4.35784,0.8743581
1.0236706169999934,0.023598934999995436,1.9467014706185601,0.00286935,0.8026366,0.2918031,0.8010981,0.2020175,1.107325,0.1727396,1.816848,6.105e-05,3.315931,0.0,3.316846,0.08100219,3.318385,0.09271335,3.71184,0.02244639,1.110988,0.0034314,0.6065928,0.017094,5.207239,0.58938,0.7532105
2.023601069999927,0.02353706099995634,1.93385546230382,0.0028083,0.8017574,0.2869234,0.8010981,0.2244639,1.110622,0.1727396,1.806592,0.0002442,3.315015,0.0,3.315931,0.07026696,3.315601,0.09368929,3.71184,0.02147046,1.110255,0.0,0.6018309,0.0175824,5.19786,0.58938,0.7526734
3.023526866999987,0.023457982999957494,1.8858253609997697,0.0028083,0.8017574,0.2859475,0.8025633,0.2029934,1.107325,0.1707878,1.817336,0.00018315,3.316846,0.0001221,3.316846,0.06441138,3.316529,0.09271335,3.710912,0.02244639,1.116482,0.002451,0.6069591,0.0173382,5.20456,0.58938,0.7524046
4.0236936510000305,0.023631113000078585,1.5216057985341847,0.00262515,0.8014645,0.2839956,0.8007318,0.2029934,1.110622,0.1746915,1.817336,6.105e-05,3.314099,0.0,3.315015,0.06050766,3.316529,0.0,3.71648,0.0195186,1.107325,0.0009804,0.6051276,0.0169719,5.20992,0.58045,0.7540163
5.023593081999934,0.02352092299997821,1.88188102651683,0.0028083,0.8014645,0.2859475,0.8018308,0.2010416,1.10879,0.1737155,1.821243,6.105e-05,3.315931,0.0001221,3.316846,0.06148359,3.313745,0.09271335,3.710912,0.0195186,1.115017,0.0019608,0.6032961,0.017094,5.20992,0.59831,0.7532105
6.023761776000015,0.023688923999998224,2.1383854432827354,0.00286935,0.8023435,0.2859475,0.8047611,0.2039694,1.106592,0.1737155,1.816848,6.105e-05,3.316846,0.0,3.315015,0.06148359,3.326736,0.08978556,3.720192,0.02049453,1.11282,0.0014706,0.6010983,0.0175824,5.20054,0.8126299,0.8746268
7.027595295999959,0.02752756600000339,1.61545524444653,0.0029304,0.8014645,0.3962276,0.8036622,0.2029934,1.107325,0.1727396,1.816848,6.105e-05,3.314099,6.105e-05,3.315015,0.06148359,3.316529,0.0,3.713696,0.0097593,1.110988,0.0,0.6010983,0.0173382,5.21394,0.59831,0.7529418
8.023532254999964,0.023469396999985292,1.8869469634588552,0.00299145,0.8014645,0.2859475,0.8025633,0.2029934,1.10879,0.1746915,1.806592,0.0,3.315931,0.0,3.315931,0.0683151,3.318385,0.09173742,3.71184,0.01756674,1.110622,0.0019608,0.604395,0.017094,5.20456,0.58045,0.7537477
9.02346314099998,0.023389040999973076,1.8773134804678802,0.0028083,0.8014645,0.2839956,0.8025633,0.2137287,1.109889,0.1746915,1.817336,0.0001221,3.315931,0.0,3.318678,0.06148359,3.325809,0.08978556,3.726687,0.01756674,1.107325,0.0009804,0.6065928,0.0173382,5.18714,0.58938,0.7515988
10.023661036000021,0.02359106000005795,1.7988248041552652,0.00286935,0.8014645,0.2830197,0.8032959,0.2059212,1.10879,0.1746915,1.817336,0.00018315,3.315015,0.0001221,3.315931,0.05953173,3.317457,0.07026696,3.741535,0.02342232,1.109889,0.0019608,0.6036624,0.0173382,5.23136,0.58938,0.7534792
11.023739323999962,0.023669057999995857,2.160572988264765,0.00274725,0.8014645,0.2947309,0.8029296,0.2020175,1.110622,0.1746915,1.821243,0.0001221,3.315931,6.105e-05,3.315931,0.06148359,3.323025,0.08978556,3.71184,0.02147046,1.113552,0.0009804,0.6036624,0.0173382,5.1992,0.8304899,0.8746268
12.02351320699995,0.02344296100000065,1.88053091375236,0.00286935,0.8020506,0.2859475,0.8025633,0.2029934,1.110622,0.1737155,1.821243,0.0,3.316846,0.0,3.315931,0.05953173,3.317457,0.09368929,3.710912,0.02439825,1.112087,0.0009804,0.6018309,0.0169719,5.19652,0.58938,0.7564339
13.023426560999951,0.023364511999943716,1.678073572645555,0.00262515,0.8014645,0.2878993,0.8010981,0.3122976,1.10879,0.1727396,1.816848,6.105e-05,3.315931,0.0,3.315015,0.06538731,3.322097,0.00195186,3.703488,0.01854267,1.107325,0.0009804,0.608058,0.0173382,5.16704,0.59831,0.7518674
14.023509148000016,0.023438733000034517,1.9872143951098,0.0029304,0.8014645,0.2839956,0.8040285,0.25179,1.110255,0.1727396,1.821243,0.0001221,3.315931,0.0,3.316846,0.0780744,3.315601,0.09271335,3.712768,0.01756674,1.113186,0.0014706,0.6032961,0.0168498,5.20992,0.59831,0.7532105
15.02347122399999,0.023405879000051755,1.9519208799062402,0.0029304,0.8014645,0.2849716,0.8025633,0.2147046,1.107325,0.1756674,1.817336,0.0001221,3.315931,0.0,3.316846,0.08100219,3.317457,0.09076149,3.71184,0.02439825,1.112087,0.0004902,0.6036624,0.0167277,5.1992,0.58938,0.7524046
16.02347960499992,0.023417542999936813,1.5209508080088,0.00274725,0.8017574,0.2839956,0.8025633,0.2029934,1.110255,0.1737155,1.817336,6.105e-05,3.316846,0.0,3.315931,0.06050766,3.316529,0.0,3.715552,0.02049453,1.109889,0.0004902,0.6065928,0.0169719,5.22198,0.58045,0.7532105
17.023746624999944,0.023676210999951763,2.16668999700631,0.0026862,0.8014645,0.2839956,0.8010981,0.2039694,1.107325,0.1737155,1.816848,0.00018315,3.317762,0.0,3.316846,0.06148359,3.337872,0.09368929,3.735039,0.02147046,1.113552,0.0019608,0.6018309,0.0169719,5.20456,0.8304899,0.8746268
18.024643425000022,0.024569127000063418,1.9064976556556699,0.0029304,0.8020506,0.3122976,0.7996329,0.2049453,1.108058,0.1737155,1.816848,6.105e-05,3.315015,0.0,3.316846,0.06148359,3.323953,0.09271335,3.725759,0.02537418,1.110622,0.0034314,0.6036624,0.0169719,5.20456,0.58938,0.7518674
19.024597524,0.024533532000077685,1.55169123522408,0.0030525,0.8017574,0.2869234,0.8025633,0.2020175,1.110622,0.1746915,1.806592,0.0,3.315931,0.0001221,3.316846,0.06148359,3.318385,0.00390372,3.717408,0.03025383,1.112087,0.0019608,0.6010983,0.017094,5.17776,0.58045,0.7524046
20.024746008999955,0.024681956999984322,1.87211905735355,0.00286935,0.8017574,0.2859475,0.8014644,0.2029934,1.107325,0.1717637,1.80415,6.105e-05,3.315931,0.0,3.316846,0.06148359,3.317457,0.09076149,3.710912,0.02049453,1.113552,0.0019608,0.6065928,0.0173382,5.20992,0.59831,0.7532105
21.024621892000027,0.02455802700001186,1.9256812082260804,0.0029304,0.8014645,0.3103457,0.8014644,0.223488,1.110622,0.1766433,1.816848,6.105e-05,3.315931,0.0,3.315931,0.06343545,3.315601,0.09076149,3.7072,0.02244639,1.113552,0.0029412,0.6014646,0.0169719,5.1992,0.58938,0.7524046
22.024814163999963,0.02474443500000234,1.8780015533909702,0.0028083,0.8020506,0.2859475,0.8087904,0.2020175,1.105127,0.1727396,1.816848,6.105e-05,3.316846,0.0001221,3.315931,0.06343545,3.316529,0.0,3.713696,0.02147046,1.113552,0.0,0.6036624,0.0175824,5.20054,0.8929999,0.8746268
23.024679225,0.02461702300001889,1.95052033555638,0.00262515,0.8017574,0.3718293,0.8029296,0.2020175,1.110622,0.1756674,1.816848,6.105e-05,3.315015,0.0,3.315931,0.06245952,3.316529,0.09173742,3.713696,0.01756674,1.104761,0.0,0.6040287,0.0169719,5.1992,0.59831,0.7532105
24.028629554999952,0.028569049999987328,1.87949205751833,0.0029304,0.8017574,0.2859475,0.8010981,0.2029934,1.109523,0.1756674,1.816848,6.105e-05,3.316846,0.0001221,3.316846,0.06148359,3.318385,0.09076149,3.712768,0.02439825,1.107325,0.002451,0.6051276,0.0173382,5.19786,0.58938,0.7524046
25.024590538999973,0.02452827599995544,1.8824101924946353,0.00274725,0.8014645,0.2859475,0.8025633,0.2029934,1.10879,0.1746915,1.816848,6.105e-05,3.316846,0.0,3.316846,0.06245952,3.315601,0.09076149,3.709984,0.02635011,1.110988,0.0019608,0.600732,0.0173382,5.20992,0.58938,0.7524046
26.02466712799992,0.02459799700000076,1.8937999992682,0.0026862,0.8014645,0.2859475,0.8029296,0.2020175,1.110255,0.1746915,1.806592,6.105e-05,3.316846,0.0,3.315931,0.06733918,3.315601,0.09271335,3.708128,0.0195186,1.106226,0.0019608,0.6036624,0.017094,5.19652,0.58938,0.752136
